scanner	tf	symbol	trades	wins	net	pf	avgR	netStress	windowsUp	days
ema-ribbon-smoothed-rsi-trend-strategy	15m	ZECUSD	7	2	-58.54	0.361	-0.447	-66.63	2	42
crypto-directional-score-oscillator	1h	BNBUSD	21	10	-60.68	0.704	-0.140	-103.25	1	125
ema-ribbon-smoothed-rsi-trend-strategy	1h	SUIUSD	7	4	98.97	2.684	0.719	81.01	3	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	UNIUSD	15	9	43.47	1.375	0.153	25.44	3	333
ema-ribbon-smoothed-rsi-trend-strategy	1h	UNIUSD	9	3	-37.22	0.680	-0.198	-33.89	3	125
ema-ribbon-smoothed-rsi-trend-strategy	15m	AAVEUSD	10	5	1.03	1.011	0.004	-41.76	3	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	COOKIEUSD	6	4	9.98	1.241	0.089	-9.33	4	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	ETCUSD	19	8	23.89	1.104	0.083	-26.91	5	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	HYPEUSD	13	8	195.31	2.790	0.715	177.82	6	333
ema-ribbon-smoothed-rsi-trend-strategy	1h	HYPEUSD	6	3	-31.75	0.457	-0.265	-61.21	2	125
ema-ribbon-smoothed-rsi-trend-strategy	15m	NEARUSD	10	5	33.21	1.379	0.179	-1.63	5	42
ema-ribbon-smoothed-rsi-trend-strategy	1h	VVVUSD	8	3	-71.89	0.246	-0.461	-73.82	2	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	VVVUSD	11	7	36.29	1.439	0.171	31.13	5	333
crypto-directional-score-oscillator	15m	TAOUSD	82	44	-10.57	0.986	0.006	-262.48	5	42
ema-ribbon-smoothed-rsi-trend-strategy	1h	XRPUSD	13	6	-48.81	0.634	-0.184	-63.47	3	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	XRPUSD	10	5	-24.35	0.756	-0.115	-58.98	4	333
ema-ribbon-smoothed-rsi-trend-strategy	15m	FILUSD	3	2	0.58	1.031	0.014	-11.37	1	42
crypto-directional-score-oscillator	1h	BCHUSD	31	18	74.06	1.298	0.127	46.88	4	125
ema-ribbon-smoothed-rsi-trend-strategy	4h	AKEUSD	1	1	5.79	99.000	0.488	5.76	1	63
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	BTCUSD	11	6	-15.34	0.833	-0.068	-51.73	2	333
ema-ribbon-smoothed-rsi-trend-strategy	1h	BTCUSD	10	4	2.83	1.025	0.039	-37.43	2	125
ema-ribbon-smoothed-rsi-trend-strategy	4h	AVAXUSD	1	0	-19.96	0.000	-1.000	-19.87	0	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	WIFUSD	19	8	-85.86	0.579	-0.225	-144.48	2	125
ema-ribbon-smoothed-rsi-trend-strategy	15m	SUIUSD	9	5	43.12	1.523	0.249	9.43	3	42
ema-ribbon-smoothed-rsi-trend-strategy	4h	MUBARAKUSD	8	4	-41.83	0.466	-0.261	-70.26	2	333
ema-ribbon-smoothed-rsi-trend-strategy	1h	TAOUSD	7	5	54.00	2.883	0.383	38.71	3	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	TAOUSD	12	4	-90.09	0.351	-0.387	-93.28	2	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	1000PEPEUSD	11	5	-62.81	0.439	-0.288	-78.89	2	42
ema-ribbon-smoothed-rsi-trend-strategy	4h	SAGAUSD	7	4	48.88	1.795	0.356	30.84	3	333
ema-ribbon-smoothed-rsi-trend-strategy	1h	EVAAUSD	4	3	16.78	1.816	0.214	2.38	3	125
ema-ribbon-smoothed-rsi-trend-strategy	15m	UNIUSD	9	7	39.94	2.194	0.222	10.15	5	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	EVAAUSD	12	8	86.89	2.053	0.361	80.13	5	333
ema-ribbon-smoothed-rsi-trend-strategy	4h	AINUSD	4	2	-21.16	0.464	-0.262	-21.45	2	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	PIEVERSEUSD	9	3	-69.08	0.399	-0.396	-69.55	2	154
ema-ribbon-smoothed-rsi-trend-strategy	4h	COOKIEUSD	6	4	10.11	1.249	0.091	6.75	3	333
ema-ribbon-smoothed-rsi-trend-strategy	1h	PIEVERSEUSD	10	5	67.21	1.627	0.359	59.73	4	125
ema-ribbon-smoothed-rsi-trend-strategy	4h	1000PEPEUSD	4	1	0.01	1.000	0.019	-3.53	1	268
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	DOGEUSD	18	8	-91.86	0.482	-0.261	-108.80	2	125
ema-ribbon-smoothed-rsi-trend-strategy	15m	HYPEUSD	6	5	147.06	7.427	1.193	115.51	4	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	LINKUSD	13	4	-93.70	0.446	-0.372	-100.64	2	333
crypto-directional-score-oscillator	15m	EVAAUSD	86	37	-132.62	0.851	-0.064	-250.57	4	42
ema-ribbon-smoothed-rsi-trend-strategy	1h	LINKUSD	7	5	49.00	2.287	0.354	46.52	5	125
ema-ribbon-smoothed-rsi-trend-strategy	4h	ETCUSD	4	1	-34.84	0.411	-0.433	-37.24	1	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	BNBUSD	15	7	-9.24	0.937	-0.018	-23.45	3	333
ema-ribbon-smoothed-rsi-trend-strategy	15m	VVVUSD	5	4	25.51	2.250	0.259	19.34	2	42
ema-ribbon-smoothed-rsi-trend-strategy	1h	BNBUSD	10	6	76.10	1.872	0.412	35.21	3	125
ema-ribbon-smoothed-rsi-trend-strategy	4h	WIFUSD	5	3	8.80	1.222	0.096	6.29	2	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	ETCUSD	5	5	135.83	99.000	1.293	130.71	4	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	BCHUSD	10	4	-69.00	0.405	-0.350	-72.95	3	333
ema-ribbon-smoothed-rsi-trend-strategy	1h	BCHUSD	6	2	93.54	2.245	0.813	77.00	2	125
ema-ribbon-smoothed-rsi-trend-strategy	15m	XRPUSD	6	3	-22.11	0.622	-0.179	-27.38	1	42
ema-ribbon-smoothed-rsi-trend-strategy	4h	DOGEUSD	3	0	-58.22	0.000	-1.000	-58.46	0	333
ema-ribbon-smoothed-rsi-trend-strategy	4h	ETHUSD	8	4	22.38	1.272	0.156	-6.50	2	333
ema-ribbon-smoothed-rsi-trend-strategy	15m	BTCUSD	3	3	38.29	99.000	0.638	4.50	3	42
ema-ribbon-smoothed-rsi-trend-strategy	4h	SOLUSD	4	2	9.32	1.334	0.170	8.61	1	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	ETHUSD	12	5	-33.74	0.764	-0.135	-59.62	3	125
ema-ribbon-smoothed-rsi-trend-strategy	4h	ZECUSD	4	1	-47.10	0.158	-0.634	-46.94	1	333
crypto-directional-score-oscillator	15m	PIEVERSEUSD	119	64	803.14	1.484	0.268	219.56	7	42
ema-ribbon-smoothed-rsi-trend-strategy	15m	TAOUSD	9	3	-4.79	0.961	0.003	-36.73	2	42
ema-ribbon-smoothed-rsi-trend-strategy	4h	AAVEUSD	4	1	-26.00	0.404	-0.348	-28.56	1	333
ema-ribbon-smoothed-rsi-trend-strategy	4h	NEARUSD	4	3	124.72	7.270	1.551	116.62	2	333
ema-ribbon-smoothed-rsi-trend-strategy	15m	EVAAUSD	8	6	27.74	1.935	0.175	5.74	5	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	WIFUSD	7	3	-20.61	0.725	-0.136	-32.60	3	42
ema-ribbon-smoothed-rsi-trend-strategy	4h	FILUSD	4	3	74.42	4.735	0.925	39.14	2	333
ema-ribbon-smoothed-rsi-trend-strategy	4h	SUIUSD	5	3	22.34	1.556	0.233	18.84	3	333
ema-ribbon-smoothed-rsi-trend-strategy	15m	PIEVERSEUSD	10	5	31.72	1.327	0.176	7.48	3	42
ema-ribbon-smoothed-rsi-trend-strategy	4h	UNIUSD	7	3	-42.42	0.463	-0.303	-53.72	3	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	SOLUSD	18	9	-90.26	0.452	-0.259	-95.07	2	125
fia-trend-momentum-10-20-50	1h	AKEUSD	6	2	-29.12	0.490	-0.277	-31.25	0	63
ema-ribbon-smoothed-rsi-trend-strategy	4h	HYPEUSD	3	1	-20.60	0.480	-0.340	-22.03	0	333
ema-ribbon-smoothed-rsi-trend-strategy	15m	LINKUSD	5	2	-41.55	0.291	-0.419	-73.79	2	42
ema-ribbon-smoothed-rsi-trend-strategy	4h	VVVUSD	6	4	11.93	1.304	0.109	7.94	2	333
fia-trend-momentum-10-20-50	15m	AKEUSD	47	25	2.88	1.008	0.036	-16.69	2	42
crypto-directional-score-oscillator	15m	LINKUSD	26	16	-32.00	0.839	-0.057	-64.02	3	42
ema-ribbon-smoothed-rsi-trend-strategy	4h	XRPUSD	5	2	-27.52	0.493	-0.272	-29.59	2	333
ema-ribbon-smoothed-rsi-trend-strategy	15m	BNBUSD	3	1	-29.09	0.133	-0.497	-24.60	0	42
ema-ribbon-smoothed-rsi-trend-strategy	4h	BTCUSD	8	3	-25.05	0.731	-0.159	-33.16	2	333
ema-ribbon-smoothed-rsi-trend-strategy	4h	TAOUSD	3	3	42.94	99.000	0.709	40.57	3	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	ZECUSD	16	6	-106.40	0.412	-0.360	-116.02	2	125
ema-ribbon-smoothed-rsi-trend-strategy	15m	BCHUSD	6	2	-53.58	0.327	-0.451	-70.97	1	42
ema-ribbon-smoothed-rsi-trend-strategy	4h	EVAAUSD	3	2	31.90	2.601	0.538	28.14	1	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	DOGEUSD	16	9	2.06	1.015	0.017	-52.35	2	42
ema-ribbon-smoothed-rsi-trend-strategy	4h	PIEVERSEUSD	3	1	-9.29	0.766	-0.150	-11.43	1	154
ema-ribbon-smoothed-rsi-trend-strategy	4h	LINKUSD	5	2	-24.93	0.577	-0.247	-27.79	2	333
ema-ribbon-smoothed-rsi-trend-strategy	4h	BNBUSD	7	2	-68.20	0.281	-0.513	-70.03	2	333
ema-ribbon-smoothed-rsi-trend-strategy	4h	BCHUSD	6	3	-35.94	0.381	-0.302	-64.16	2	333
crypto-directional-score-oscillator	15m	BNBUSD	9	3	-87.08	0.222	-0.507	-114.65	1	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	AAVEUSD	17	7	-51.46	0.713	-0.145	-88.46	3	125
gold-ny-orb-v19-close-20-00	15m	AKEUSD	8	2	-74.52	0.206	-0.511	-76.55	1	42
fia-trend-momentum-10-20-50	1h	AVAXUSD	11	9	143.05	4.203	0.622	103.18	1	125
gold-ny-orb-v19-close-20-00	15m	AVAXUSD	4	4	76.77	99.000	0.937	101.43	3	42
gold-ny-orb-v19-close-20-00	15m	MUBARAKUSD	7	5	59.96	2.455	0.430	42.31	4	42
gold-ny-orb-v19-close-20-00	15m	SAGAUSD	5	1	-36.83	0.516	-0.360	-39.08	1	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	ETHUSD	12	8	76.60	1.995	0.320	-0.66	5	42
gold-ny-orb-v19-close-20-00	15m	AINUSD	2	0	-39.51	0.000	-1.000	-39.55	0	42
fia-trend-momentum-10-20-50	15m	AVAXUSD	44	26	39.92	1.108	0.054	-15.48	2	42
gold-ny-orb-v19-close-20-00	15m	COOKIEUSD	5	3	-11.88	0.702	-0.114	-8.60	2	42
gold-ny-orb-v19-close-20-00	15m	1000PEPEUSD	4	1	27.23	1.472	0.391	9.73	1	42
gold-ny-orb-v19-close-20-00	15m	ETCUSD	2	1	26.84	2.342	0.695	19.78	1	42
fia-trend-momentum-10-20-50	4h	AKEUSD	1	1	9.06	99.000	0.483	8.98	1	63
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	NEARUSD	23	12	12.11	1.058	0.039	-0.62	4	125
crypto-directional-score-oscillator	15m	BCHUSD	50	27	43.78	1.092	0.057	-149.86	5	42
gold-ny-orb-v19-close-20-00	15m	WIFUSD	2	0	-39.60	0.000	-1.000	-39.60	0	42
gold-ny-orb-v19-close-20-00	1h	AKEUSD	11	7	76.43	2.396	0.453	68.25	6	63
gold-ny-orb-v19-close-20-00	15m	DOGEUSD	7	4	118.99	3.491	0.852	87.64	3	42
gold-ny-orb-v19-close-20-00	1h	AVAXUSD	15	7	-41.89	0.697	-0.135	-82.91	3	125
gold-ny-orb-v19-close-20-00	15m	ETHUSD	4	4	133.85	99.000	1.631	173.38	4	42
gold-ny-orb-v19-close-20-00	1h	MUBARAKUSD	15	3	-40.16	0.795	-0.106	-49.35	1	125
gold-ny-orb-v19-close-20-00	15m	SOLUSD	9	5	82.46	2.722	0.466	58.45	3	42
gold-ny-orb-v19-close-20-00	1h	SAGAUSD	20	8	-66.24	0.653	-0.163	-85.86	4	125
gold-ny-orb-v19-close-20-00	1h	AINUSD	14	4	-43.50	0.718	-0.146	-61.68	3	125
gold-ny-orb-v19-close-20-00	15m	ZECUSD	10	5	113.38	3.043	0.576	80.94	4	42
gold-ny-orb-v19-close-20-00	1h	COOKIEUSD	22	9	-15.32	0.927	-0.023	-55.58	3	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	SOLUSD	15	7	5.40	1.035	0.029	-42.75	4	42
gold-ny-orb-v19-close-20-00	15m	AAVEUSD	8	3	18.97	1.234	0.133	-19.05	3	42
fia-trend-momentum-10-20-50	1h	MUBARAKUSD	10	4	-61.58	0.480	-0.309	-65.65	0	125
gold-ny-orb-v19-close-20-00	1h	1000PEPEUSD	24	11	26.85	1.147	0.064	-36.62	5	125
gold-ny-orb-v19-close-20-00	15m	NEARUSD	4	2	7.16	1.177	0.103	-11.50	1	42
gold-ny-orb-v19-close-20-00	1h	ETCUSD	11	5	17.30	1.238	0.087	-11.55	3	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	FILUSD	16	6	-137.08	0.261	-0.454	-167.88	2	125
gold-ny-orb-v19-close-20-00	1h	WIFUSD	17	10	37.76	1.355	0.116	-5.89	4	125
gold-ny-orb-v19-close-20-00	1h	DOGEUSD	31	15	-78.00	0.671	-0.126	-71.63	3	125
gold-ny-orb-v19-close-20-00	15m	SUIUSD	5	3	-3.01	0.924	-0.023	-23.92	3	42
gold-ny-orb-v19-close-20-00	1h	ETHUSD	34	15	-55.18	0.807	-0.071	-82.81	3	125
gold-ny-orb-v19-close-20-00	15m	UNIUSD	5	1	-14.36	0.761	-0.128	-24.79	1	42
gold-ny-orb-v19-close-20-00	1h	SOLUSD	35	10	-174.23	0.455	-0.271	-202.84	2	125
gold-ny-orb-v19-close-20-00	15m	HYPEUSD	4	1	-40.80	0.309	-0.512	-44.27	1	42
gold-ny-orb-v19-close-20-00	1h	ZECUSD	35	18	203.00	1.953	0.299	154.73	7	125
gold-ny-orb-v19-close-20-00	15m	VVVUSD	8	3	-27.36	0.720	-0.165	-50.80	2	42
gold-ny-orb-v19-close-20-00	1h	AAVEUSD	29	11	-120.44	0.605	-0.214	-166.78	2	125
fia-trend-momentum-10-20-50	15m	MUBARAKUSD	43	27	128.69	1.419	0.154	89.54	2	42
gold-ny-orb-v19-close-20-00	1h	NEARUSD	15	5	-105.95	0.404	-0.365	-114.59	2	125
gold-ny-orb-v19-close-20-00	15m	XRPUSD	5	3	122.84	3.915	1.222	89.53	2	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	SUIUSD	20	10	-79.15	0.592	-0.199	-110.66	3	125
gold-ny-orb-v19-close-20-00	1h	FILUSD	14	8	9.37	1.090	0.041	-5.65	3	125
gold-ny-orb-v19-close-20-00	15m	BTCUSD	6	4	42.62	9.741	0.355	15.63	4	42
fia-trend-momentum-10-20-50	4h	AVAXUSD	3	1	-31.09	0.209	-0.524	-22.24	0	333
gold-ny-orb-v19-close-20-00	1h	SUIUSD	21	6	-69.17	0.706	-0.149	-95.25	1	125
gold-ny-orb-v19-close-20-00	1h	UNIUSD	14	7	-15.98	0.874	-0.042	-50.11	3	125
gold-ny-orb-v19-close-20-00	15m	TAOUSD	4	1	-33.54	0.138	-0.422	-36.83	1	42
gold-ny-orb-v19-close-20-00	1h	HYPEUSD	22	14	240.35	2.889	0.512	119.10	6	125
gold-ny-orb-v19-close-20-00	15m	EVAAUSD	4	2	17.57	1.764	0.226	6.07	2	42
gold-ny-orb-v19-close-20-00	1h	VVVUSD	13	4	-59.06	0.622	-0.229	-67.99	2	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	ZECUSD	13	8	78.25	1.759	0.315	63.69	5	42
gold-ny-orb-v19-close-20-00	1h	XRPUSD	36	16	-67.79	0.783	-0.089	-89.48	4	125
gold-ny-orb-v19-close-20-00	15m	PIEVERSEUSD	8	4	150.56	2.889	0.939	122.15	3	42
gold-ny-orb-v19-close-20-00	1h	BTCUSD	47	18	-87.74	0.747	-0.090	-187.83	1	125
fia-trend-momentum-10-20-50	1h	SAGAUSD	14	8	20.98	1.177	0.084	44.61	1	125
gold-ny-orb-v19-close-20-00	15m	LINKUSD	6	5	81.70	5.048	0.671	65.51	4	42
gold-ny-orb-v19-close-20-00	1h	TAOUSD	24	8	-138.07	0.404	-0.303	-155.34	1	125
gold-ny-orb-v19-close-20-00	15m	BNBUSD	1	1	13.51	99.000	0.679	1.97	1	42
gold-ny-orb-v19-close-20-00	1h	EVAAUSD	16	8	11.46	1.082	0.044	9.42	3	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	UNIUSD	13	7	26.10	1.223	0.115	11.87	4	125
gold-ny-orb-v19-close-20-00	1h	PIEVERSEUSD	21	9	-2.92	0.986	0.013	-33.41	1	125
gold-ny-orb-v19-close-20-00	15m	BCHUSD	3	3	27.90	99.000	0.462	-29.17	3	42
gold-ny-orb-v19-close-20-00	1h	LINKUSD	22	7	-90.32	0.520	-0.209	-113.73	3	125
gold-ny-orb-v19-close-20-00	1h	BNBUSD	24	10	-86.86	0.467	-0.191	-56.34	2	125
gold-ny-orb-v19-close-20-00	1h	BCHUSD	31	9	-134.77	0.559	-0.218	-168.88	2	125
fia-trend-momentum-10-20-50	4h	MUBARAKUSD	4	2	-2.24	0.945	-0.018	-4.13	0	333
fia-trend-momentum-10-20-50	15m	SAGAUSD	57	25	-140.69	0.767	-0.121	-188.70	1	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	AAVEUSD	16	9	16.95	1.132	0.060	-73.31	3	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	HYPEUSD	15	9	31.28	1.253	0.113	-19.79	4	125
high-volume-breakout-targets	1h	AKEUSD	20	9	-64.45	0.638	-0.216	-69.38	1	63
fia-trend-momentum-10-20-50	1h	AINUSD	9	4	-11.38	0.885	-0.039	-16.10	0	125
high-volume-breakout-targets	15m	AKEUSD	32	14	-124.26	0.579	-0.223	-122.87	2	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	VVVUSD	19	7	-120.73	0.481	-0.332	-117.02	2	125
high-volume-breakout-targets	1h	AVAXUSD	23	12	-35.80	0.839	-0.070	-61.01	2	125
fia-trend-momentum-10-20-50	4h	SAGAUSD	5	5	71.94	99.000	0.700	69.89	1	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	NEARUSD	13	4	-108.78	0.354	-0.432	-138.79	2	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	XRPUSD	22	12	30.97	1.144	0.084	-39.93	5	125
fia-trend-momentum-10-20-50	15m	AINUSD	54	21	-217.91	0.628	-0.208	-229.58	0	42
high-volume-breakout-targets	1h	MUBARAKUSD	15	6	-70.73	0.596	-0.235	-87.51	1	125
high-volume-breakout-targets	15m	AVAXUSD	15	8	40.42	1.275	0.154	15.10	3	42
fia-trend-momentum-10-20-50	1h	COOKIEUSD	10	6	94.25	2.154	0.481	67.90	1	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	BTCUSD	17	13	153.70	2.736	0.440	79.61	5	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	FILUSD	10	7	81.35	2.242	0.404	19.92	4	42
high-volume-breakout-targets	1h	SAGAUSD	22	12	-13.70	0.931	-0.021	9.02	4	125
high-volume-breakout-targets	15m	MUBARAKUSD	28	13	-16.98	0.945	-0.012	-81.97	2	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	TAOUSD	21	8	-141.72	0.380	-0.357	-170.52	0	125
fia-trend-momentum-10-20-50	4h	AINUSD	4	3	39.71	2.994	0.502	34.83	1	333
fia-trend-momentum-10-20-50	1h	1000PEPEUSD	9	7	78.18	2.972	0.428	95.75	1	125
fia-trend-momentum-10-20-50	15m	COOKIEUSD	17	10	103.02	1.695	0.310	54.07	1	42
high-volume-breakout-targets	1h	AINUSD	14	6	29.51	1.181	0.126	-1.53	4	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	SUIUSD	15	7	115.24	1.749	0.397	66.43	2	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	EVAAUSD	17	7	-23.39	0.882	-0.053	-33.23	4	125
high-volume-breakout-targets	15m	SAGAUSD	15	7	-66.78	0.568	-0.222	-98.94	1	42
fia-trend-momentum-10-20-50	4h	COOKIEUSD	3	2	-3.34	0.833	-0.051	-4.82	0	333
high-volume-breakout-targets	1h	COOKIEUSD	10	5	72.36	1.731	0.374	50.67	2	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	PIEVERSEUSD	19	11	205.46	2.173	0.528	154.11	6	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	UNIUSD	19	8	-81.76	0.610	-0.215	-103.13	3	42
fia-trend-momentum-10-20-50	1h	ETCUSD	15	7	14.34	1.085	0.072	-16.88	1	125
high-volume-breakout-targets	15m	AINUSD	4	0	-77.00	0.000	-0.994	-77.09	0	42
fia-trend-momentum-10-20-50	15m	1000PEPEUSD	32	14	70.24	1.195	0.127	-73.30	2	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	LINKUSD	12	9	125.89	3.075	0.509	85.94	5	125
fia-trend-momentum-10-20-50	4h	1000PEPEUSD	3	1	70.53	2.783	1.254	66.32	1	268
high-volume-breakout-targets	1h	1000PEPEUSD	17	9	-46.18	0.706	-0.132	-98.59	4	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	HYPEUSD	15	10	99.27	1.908	0.339	37.84	4	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	BNBUSD	18	6	-47.28	0.796	-0.121	-87.30	3	125
high-volume-breakout-targets	15m	COOKIEUSD	6	2	-27.49	0.650	-0.221	-32.69	1	42
fia-trend-momentum-10-20-50	1h	WIFUSD	10	4	31.29	1.251	0.189	23.88	1	125
high-volume-breakout-targets	1h	ETCUSD	20	10	-50.80	0.747	-0.122	-137.15	2	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	BCHUSD	18	7	-122.65	0.412	-0.356	-139.56	1	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	VVVUSD	25	10	-165.22	0.393	-0.357	-230.59	3	42
fia-trend-momentum-10-20-50	15m	ETCUSD	37	17	-166.09	0.537	-0.238	-256.78	0	42
fia-trend-momentum-10-20-50	4h	ETCUSD	3	2	24.69	2.182	0.419	21.61	1	333
high-volume-breakout-targets	4h	AVAXUSD	24	13	61.24	1.286	0.146	32.09	4	333
high-volume-breakout-targets	15m	1000PEPEUSD	11	6	43.59	1.430	0.208	9.99	4	42
high-volume-breakout-targets	1h	WIFUSD	23	12	50.43	1.226	0.122	19.98	5	125
fia-trend-momentum-10-20-50	1h	DOGEUSD	11	7	41.35	1.513	0.196	0.41	1	125
high-volume-breakout-targets	4h	MUBARAKUSD	4	2	-5.04	0.873	-0.053	3.81	1	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	XRPUSD	9	3	-46.32	0.607	-0.252	-79.11	3	42
high-volume-breakout-targets	4h	SAGAUSD	7	3	-25.55	0.680	-0.176	-28.89	1	333
fia-trend-momentum-10-20-50	4h	WIFUSD	2	1	-0.19	0.990	0.005	-1.37	0	333
fia-trend-momentum-10-20-50	15m	WIFUSD	22	13	178.91	1.949	0.401	95.18	1	42
high-volume-breakout-targets	15m	ETCUSD	16	8	-10.84	0.931	-0.024	-60.87	3	42
high-volume-breakout-targets	1h	DOGEUSD	27	11	-149.50	0.468	-0.291	-182.55	3	125
high-volume-breakout-targets	4h	AINUSD	13	8	233.98	2.883	0.860	216.66	4	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	BTCUSD	1	0	-19.39	0.000	-1.000	-19.56	0	42
fia-trend-momentum-10-20-50	1h	ETHUSD	13	7	-0.96	0.992	0.003	-25.89	0	125
high-volume-breakout-targets	4h	COOKIEUSD	9	6	50.90	1.775	0.287	44.90	4	333
fia-trend-momentum-10-20-50	4h	DOGEUSD	2	2	42.94	99.000	1.070	39.58	1	333
high-volume-breakout-targets	4h	1000PEPEUSD	9	7	62.29	2.478	0.344	54.33	5	268
high-volume-breakout-targets	1h	ETHUSD	16	9	76.25	1.484	0.253	40.28	4	125
high-volume-breakout-targets	15m	WIFUSD	4	1	-45.95	0.219	-0.579	-54.53	1	42
fia-trend-momentum-10-20-50	15m	DOGEUSD	43	28	249.34	1.760	0.277	231.93	3	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	TAOUSD	15	7	-85.41	0.434	-0.291	-89.49	3	42
high-volume-breakout-targets	4h	ETCUSD	12	5	49.15	1.364	0.235	35.76	2	333
fia-trend-momentum-10-20-50	4h	ETHUSD	3	2	-4.11	0.794	-0.061	3.22	0	333
fia-trend-momentum-10-20-50	1h	SOLUSD	11	7	128.99	2.624	0.605	91.93	1	125
high-volume-breakout-targets	1h	SOLUSD	16	7	27.87	1.166	0.111	22.57	2	125
high-volume-breakout-targets	4h	WIFUSD	13	5	-19.08	0.884	-0.059	-27.10	3	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	EVAAUSD	13	8	106.84	2.078	0.408	82.02	5	42
high-volume-breakout-targets	15m	DOGEUSD	19	13	121.88	1.961	0.321	79.38	3	42
fia-trend-momentum-10-20-50	15m	ETHUSD	38	26	190.28	1.708	0.244	74.46	3	42
high-volume-breakout-targets	4h	DOGEUSD	10	3	-76.50	0.442	-0.390	-101.10	2	333
high-volume-breakout-targets	1h	ZECUSD	16	8	15.88	1.103	0.079	0.18	4	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	PIEVERSEUSD	15	7	94.72	1.623	0.338	59.73	2	42
fia-trend-momentum-10-20-50	4h	SOLUSD	3	1	-29.00	0.217	-0.525	-29.95	0	333
high-volume-breakout-targets	4h	ETHUSD	21	12	12.27	1.075	0.036	-6.95	4	333
fia-trend-momentum-10-20-50	1h	ZECUSD	14	7	3.64	1.029	0.012	-12.02	1	125
high-volume-breakout-targets	15m	ETHUSD	21	11	-19.71	0.900	-0.031	-106.68	3	42
high-volume-breakout-targets	4h	SOLUSD	16	8	-26.96	0.819	-0.095	-43.68	3	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	LINKUSD	13	7	-13.56	0.887	-0.043	-79.50	5	42
fia-trend-momentum-10-20-50	15m	SOLUSD	53	30	-2.98	0.993	0.009	-121.77	2	42
fia-trend-momentum-10-20-50	4h	ZECUSD	3	2	19.58	2.433	0.417	18.76	1	333
high-volume-breakout-targets	1h	AAVEUSD	19	9	-52.88	0.727	-0.134	-123.81	4	125
