scanner	tf	symbol	trades	wins	net	pf	avgR	netStress	windowsUp	days
compression-breakout-system	4h	BCHUSD	9	2	-94.16	0.294	-0.541	-97.54	2	333
compression-breakout-system	15m	FILUSD	11	10	169.67	8.739	0.725	126.94	5	42
compression-breakout-system	1h	VVVUSD	11	3	-109.67	0.268	-0.529	-111.82	1	125
compression-breakout-system	1h	XRPUSD	2	1	-12.44	0.383	-0.307	-13.46	1	125
asian-box-breakout-eda-tuned	4h	HYPEUSD	86	49	680.78	2.350	0.316	584.21	5	333
compression-breakout-system	15m	SUIUSD	10	5	117.86	2.225	0.596	70.72	3	42
crypto-directional-score-oscillator	1h	AKEUSD	3	1	-33.00	0.135	-0.503	-33.95	1	63
compression-breakout-system	1h	BTCUSD	9	5	33.91	1.453	0.218	-7.88	4	125
asian-box-breakout-eda-tuned	15m	PIEVERSEUSD	22	16	288.82	3.108	0.593	177.36	7	42
compression-breakout-system	15m	UNIUSD	19	9	48.89	1.237	0.150	18.39	3	42
compression-breakout-system	1h	TAOUSD	11	5	16.07	1.126	0.103	-6.57	4	125
compression-breakout-system	15m	HYPEUSD	18	11	7.89	1.055	0.030	-35.79	4	42
compression-breakout-system	1h	EVAAUSD	11	5	20.16	1.161	0.123	43.32	2	125
crypto-directional-score-oscillator	15m	SAGAUSD	55	27	-23.26	0.960	-0.009	-198.34	4	42
asian-box-breakout-eda-tuned	1h	PIEVERSEUSD	35	23	855.43	4.022	0.931	618.21	5	125
compression-breakout-system	1h	PIEVERSEUSD	11	8	103.88	2.767	0.465	76.59	3	125
crypto-directional-score-oscillator	1h	AVAXUSD	23	13	88.24	1.416	0.199	48.43	3	125
compression-breakout-system	15m	VVVUSD	25	10	-133.49	0.516	-0.280	-107.83	1	42
compression-breakout-system	1h	LINKUSD	8	3	-56.67	0.363	-0.358	-87.81	2	125
compression-breakout-system	15m	XRPUSD	11	6	-24.62	0.749	-0.106	-44.99	2	42
compression-breakout-system	1h	BNBUSD	10	6	52.41	1.642	0.265	-11.88	4	125
compression-breakout-system	15m	BTCUSD	3	2	-0.36	0.982	0.000	-13.97	1	42
compression-breakout-system	1h	BCHUSD	7	1	-78.29	0.314	-0.570	-81.99	1	125
crypto-directional-score-oscillator	1h	MUBARAKUSD	74	40	274.58	1.317	0.180	140.74	5	125
crypto-directional-score-oscillator	4h	AKEUSD	0	0	0.00	0.000	0.000	0.00	0	63
compression-breakout-system	15m	TAOUSD	14	6	-52.82	0.661	-0.184	-65.26	3	42
crypto-directional-score-oscillator	15m	AINUSD	25	7	-114.49	0.651	-0.227	-147.45	2	42
asian-box-breakout-eda-tuned	4h	VVVUSD	94	50	295.29	1.459	0.148	231.20	5	333
compression-breakout-system	15m	EVAAUSD	9	5	122.76	2.524	0.684	67.91	3	42
crypto-directional-score-oscillator	4h	AVAXUSD	21	16	247.98	3.326	0.546	234.86	5	333
compression-breakout-system	15m	PIEVERSEUSD	22	12	252.14	2.267	0.551	213.56	4	42
crypto-directional-score-oscillator	1h	SAGAUSD	51	21	-173.54	0.690	-0.175	-224.80	2	125
compression-breakout-system	15m	LINKUSD	14	8	-42.11	0.644	-0.148	-137.80	4	42
asian-box-breakout-eda-tuned	15m	LINKUSD	26	11	43.68	1.145	0.110	-56.73	3	42
crypto-directional-score-oscillator	4h	MUBARAKUSD	15	8	-14.12	0.899	-0.039	-48.85	4	333
compression-breakout-system	15m	BNBUSD	5	2	-3.84	0.931	-0.024	-24.14	1	42
crypto-directional-score-oscillator	15m	COOKIEUSD	65	32	101.16	1.149	0.090	-163.74	4	42
crypto-directional-score-oscillator	1h	AINUSD	57	27	42.47	1.068	0.053	-106.93	4	125
asian-box-breakout-eda-tuned	1h	LINKUSD	40	21	85.38	1.237	0.118	-47.74	3	125
compression-breakout-system	15m	BCHUSD	14	7	-33.29	0.746	-0.113	-74.55	3	42
crypto-directional-score-oscillator	4h	SAGAUSD	20	12	113.55	1.652	0.292	73.24	5	333
crypto-grid-2025-long-only-asym-tp	15m	AKEUSD	63	43	129.20	1.355	0.146	131.18	7	42
asian-box-breakout-eda-tuned	4h	XRPUSD	29	21	476.99	5.375	0.694	421.53	4	333
crypto-directional-score-oscillator	1h	COOKIEUSD	76	36	286.24	1.286	0.189	167.81	4	125
crypto-directional-score-oscillator	4h	AINUSD	12	8	138.50	2.703	0.581	127.67	3	333
crypto-grid-2025-long-only-asym-tp	15m	AVAXUSD	10	6	-29.67	0.629	-0.148	-44.36	2	42
crypto-directional-score-oscillator	15m	1000PEPEUSD	88	49	134.04	1.169	0.083	-113.72	5	42
crypto-grid-2025-long-only-asym-tp	15m	MUBARAKUSD	31	16	-71.64	0.716	-0.113	-95.84	4	42
crypto-directional-score-oscillator	4h	COOKIEUSD	25	13	-32.88	0.865	-0.058	-51.59	4	333
crypto-directional-score-oscillator	1h	1000PEPEUSD	62	28	-261.65	0.550	-0.237	-328.05	3	125
crypto-grid-2025-long-only-asym-tp	15m	SAGAUSD	36	28	262.06	2.619	0.332	214.28	5	42
crypto-directional-score-oscillator	4h	1000PEPEUSD	11	9	78.27	2.855	0.350	84.50	4	268
crypto-directional-score-oscillator	15m	ETCUSD	60	29	27.84	1.049	0.038	-138.87	3	42
crypto-grid-2025-long-only-asym-tp	15m	AINUSD	12	5	-73.34	0.376	-0.323	-101.35	2	42
crypto-directional-score-oscillator	1h	ETCUSD	73	37	70.62	1.092	0.062	-43.83	4	125
crypto-directional-score-oscillator	4h	ETCUSD	19	16	419.62	6.921	0.952	378.53	6	333
asian-box-breakout-eda-tuned	15m	BNBUSD	8	5	7.17	1.117	0.054	-24.25	3	42
crypto-grid-2025-long-only-asym-tp	15m	COOKIEUSD	16	12	96.26	2.235	0.297	70.16	3	42
crypto-directional-score-oscillator	4h	WIFUSD	18	8	70.61	1.353	0.219	56.24	3	333
crypto-grid-2025-long-only-asym-tp	15m	1000PEPEUSD	17	11	59.82	1.468	0.181	29.11	3	42
crypto-directional-score-oscillator	15m	WIFUSD	108	54	422.11	1.347	0.184	-212.06	5	42
asian-box-breakout-eda-tuned	1h	BNBUSD	38	18	113.08	1.315	0.165	-81.75	2	125
crypto-directional-score-oscillator	1h	WIFUSD	102	59	736.85	1.602	0.289	246.42	7	125
asian-box-breakout-eda-tuned	4h	BTCUSD	44	25	187.44	1.847	0.214	99.74	4	333
crypto-grid-2025-long-only-asym-tp	15m	ETCUSD	4	2	-12.86	0.677	-0.154	-18.12	1	42
crypto-directional-score-oscillator	4h	DOGEUSD	8	6	126.43	3.929	0.769	96.11	3	333
crypto-grid-2025-long-only-asym-tp	15m	WIFUSD	13	7	-21.58	0.818	-0.076	-42.54	3	42
crypto-directional-score-oscillator	4h	ETHUSD	6	4	24.93	1.644	0.212	20.37	2	333
crypto-directional-score-oscillator	1h	DOGEUSD	17	12	102.29	1.948	0.298	125.90	3	125
crypto-grid-2025-long-only-asym-tp	15m	DOGEUSD	11	6	-45.07	0.544	-0.206	-59.56	3	42
crypto-directional-score-oscillator	15m	DOGEUSD	17	6	-122.85	0.387	-0.378	-101.75	1	42
crypto-grid-2025-long-only-asym-tp	15m	ETHUSD	3	1	-36.99	0.054	-0.631	-39.22	1	42
crypto-directional-score-oscillator	4h	SOLUSD	17	13	174.62	3.288	0.528	148.48	6	333
crypto-grid-2025-long-only-asym-tp	15m	SOLUSD	7	3	-36.07	0.524	-0.264	-44.53	1	42
crypto-directional-score-oscillator	1h	ETHUSD	11	9	192.21	5.322	0.840	252.09	5	125
crypto-grid-2025-long-only-asym-tp	15m	ZECUSD	25	19	183.96	2.499	0.378	128.34	3	42
crypto-directional-score-oscillator	4h	ZECUSD	15	8	134.88	1.952	0.488	131.29	4	333
crypto-directional-score-oscillator	15m	ETHUSD	6	4	198.44	5.280	1.609	163.79	2	42
crypto-grid-2025-long-only-asym-tp	15m	AAVEUSD	17	13	15.58	1.202	0.050	-11.12	3	42
crypto-directional-score-oscillator	1h	SOLUSD	10	9	139.27	7.904	0.679	114.97	5	125
crypto-directional-score-oscillator	4h	AAVEUSD	9	3	-69.09	0.321	-0.402	-65.74	3	333
crypto-grid-2025-long-only-asym-tp	15m	NEARUSD	27	22	117.62	2.042	0.211	65.47	4	42
asian-box-breakout-eda-tuned	1h	BCHUSD	12	8	138.99	2.666	0.577	137.08	2	125
asian-box-breakout-eda-tuned	4h	TAOUSD	51	30	327.64	2.442	0.286	257.78	6	333
crypto-grid-2025-long-only-asym-tp	15m	FILUSD	16	10	-9.85	0.918	-0.025	-40.22	4	42
asian-box-breakout-eda-tuned	15m	BCHUSD	12	6	69.89	1.540	0.313	31.70	3	42
crypto-directional-score-oscillator	4h	NEARUSD	9	5	-9.66	0.881	-0.046	-27.71	3	333
crypto-grid-2025-long-only-asym-tp	1h	AKEUSD	64	49	794.55	3.900	0.526	720.32	7	63
crypto-directional-score-oscillator	15m	SOLUSD	18	9	-60.88	0.650	-0.171	-2.18	2	42
crypto-directional-score-oscillator	1h	ZECUSD	18	8	-66.77	0.640	-0.175	-118.57	2	125
crypto-grid-2025-long-only-asym-tp	4h	AKEUSD	10	8	55.75	3.544	0.399	54.69	3	63
crypto-grid-2025-long-only-asym-tp	1h	AVAXUSD	11	5	-62.83	0.461	-0.288	-74.47	0	125
crypto-grid-2025-long-only-asym-tp	15m	SUIUSD	7	3	-54.14	0.308	-0.391	-58.56	0	42
crypto-grid-2025-long-only-asym-tp	4h	AVAXUSD	20	11	-58.76	0.624	-0.145	-69.20	1	333
crypto-directional-score-oscillator	4h	FILUSD	14	9	370.13	4.048	1.188	344.68	5	333
crypto-grid-2025-long-only-asym-tp	1h	MUBARAKUSD	33	16	-140.30	0.546	-0.222	-160.12	2	125
crypto-grid-2025-long-only-asym-tp	15m	UNIUSD	37	26	20.54	1.095	0.033	-33.27	4	42
crypto-grid-2025-long-only-asym-tp	4h	MUBARAKUSD	28	21	98.06	1.615	0.173	79.60	3	333
crypto-directional-score-oscillator	1h	AAVEUSD	19	12	0.19	1.001	0.005	-51.66	3	125
crypto-grid-2025-long-only-asym-tp	1h	SAGAUSD	34	19	-84.11	0.681	-0.123	-107.62	3	125
crypto-grid-2025-long-only-asym-tp	4h	SAGAUSD	17	8	-16.16	0.907	-0.037	-22.50	2	333
crypto-grid-2025-long-only-asym-tp	15m	HYPEUSD	10	7	19.78	1.337	0.104	11.97	3	42
crypto-directional-score-oscillator	4h	SUIUSD	14	4	-125.98	0.334	-0.472	-136.21	2	333
crypto-directional-score-oscillator	15m	ZECUSD	21	12	-28.67	0.835	-0.066	-77.42	3	42
crypto-grid-2025-long-only-asym-tp	1h	AINUSD	26	14	43.44	1.187	0.102	11.67	2	125
crypto-grid-2025-long-only-asym-tp	4h	AINUSD	11	2	-139.51	0.122	-0.693	-141.37	1	333
crypto-grid-2025-long-only-asym-tp	4h	COOKIEUSD	22	12	-40.08	0.791	-0.085	-51.76	3	333
crypto-grid-2025-long-only-asym-tp	15m	VVVUSD	30	14	-138.67	0.474	-0.245	-164.32	0	42
crypto-grid-2025-long-only-asym-tp	1h	COOKIEUSD	19	10	-84.24	0.515	-0.225	-94.71	2	125
asian-box-breakout-eda-tuned	4h	EVAAUSD	22	17	425.72	7.909	0.832	389.65	5	333
crypto-grid-2025-long-only-asym-tp	4h	1000PEPEUSD	11	6	-25.85	0.733	-0.113	-32.49	1	268
crypto-directional-score-oscillator	4h	UNIUSD	8	4	-16.08	0.800	-0.092	-47.23	3	333
crypto-directional-score-oscillator	1h	NEARUSD	39	17	-175.85	0.548	-0.239	-209.87	3	125
crypto-grid-2025-long-only-asym-tp	1h	1000PEPEUSD	15	11	59.00	1.736	0.197	2.01	3	125
crypto-grid-2025-long-only-asym-tp	15m	XRPUSD	16	11	14.67	1.146	0.051	-9.56	4	42
crypto-grid-2025-long-only-asym-tp	4h	ETCUSD	8	3	-64.87	0.247	-0.414	-67.68	0	333
crypto-grid-2025-long-only-asym-tp	4h	WIFUSD	15	7	-37.42	0.767	-0.117	-44.21	2	333
crypto-grid-2025-long-only-asym-tp	1h	ETCUSD	7	2	-74.81	0.228	-0.548	-80.73	1	125
crypto-grid-2025-long-only-asym-tp	15m	BTCUSD	1	1	8.66	99.000	0.457	6.08	1	42
crypto-grid-2025-long-only-asym-tp	4h	DOGEUSD	26	12	-138.49	0.467	-0.285	-152.90	1	333
crypto-directional-score-oscillator	15m	AAVEUSD	35	16	-138.81	0.607	-0.213	-173.08	2	42
crypto-directional-score-oscillator	4h	HYPEUSD	10	2	-74.98	0.506	-0.369	-79.11	1	333
crypto-grid-2025-long-only-asym-tp	1h	WIFUSD	25	14	-6.10	0.974	-0.003	-43.51	2	125
crypto-grid-2025-long-only-asym-tp	4h	ETHUSD	45	26	-118.48	0.616	-0.140	-155.15	2	333
asian-box-breakout-eda-tuned	4h	PIEVERSEUSD	22	14	146.21	2.351	0.321	130.10	3	154
crypto-directional-score-oscillator	1h	FILUSD	77	39	-5.35	0.993	0.009	-171.80	4	125
crypto-grid-2025-long-only-asym-tp	15m	TAOUSD	9	7	24.12	1.594	0.137	4.58	3	42
crypto-grid-2025-long-only-asym-tp	4h	SOLUSD	20	13	-20.40	0.815	-0.093	-39.67	2	333
crypto-grid-2025-long-only-asym-tp	1h	DOGEUSD	26	16	-25.42	0.857	-0.043	-71.81	4	125
crypto-grid-2025-long-only-asym-tp	4h	ZECUSD	53	27	-152.50	0.648	-0.162	-149.98	2	333
crypto-directional-score-oscillator	4h	VVVUSD	15	7	-68.98	0.535	-0.230	-72.49	2	333
crypto-grid-2025-long-only-asym-tp	1h	ETHUSD	16	11	40.57	1.398	0.133	7.73	5	125
crypto-grid-2025-long-only-asym-tp	15m	EVAAUSD	19	10	1.13	1.007	0.012	-19.77	4	42
crypto-grid-2025-long-only-asym-tp	4h	AAVEUSD	18	12	-4.10	0.953	-0.036	-16.59	1	333
crypto-grid-2025-long-only-asym-tp	1h	SOLUSD	16	10	7.07	1.070	0.025	-8.25	4	125
crypto-grid-2025-long-only-asym-tp	4h	NEARUSD	19	9	-58.72	0.697	-0.151	-66.28	3	333
crypto-grid-2025-long-only-asym-tp	15m	PIEVERSEUSD	34	20	-6.55	0.973	-0.002	-42.24	3	42
crypto-directional-score-oscillator	1h	SUIUSD	31	17	-46.15	0.833	-0.067	-38.96	3	125
crypto-directional-score-oscillator	15m	NEARUSD	94	50	340.49	1.323	0.172	78.89	4	42
crypto-grid-2025-long-only-asym-tp	4h	FILUSD	19	9	-74.86	0.611	-0.198	-84.17	3	333
crypto-grid-2025-long-only-asym-tp	1h	ZECUSD	26	15	-64.00	0.680	-0.125	-84.22	2	125
crypto-directional-score-oscillator	4h	XRPUSD	7	6	63.34	3.924	0.446	26.68	4	333
crypto-grid-2025-long-only-asym-tp	4h	SUIUSD	16	3	-210.54	0.093	-0.732	-218.60	0	333
crypto-grid-2025-long-only-asym-tp	15m	LINKUSD	10	8	40.21	2.017	0.203	18.84	3	42
crypto-grid-2025-long-only-asym-tp	1h	AAVEUSD	30	18	70.52	1.356	0.142	44.66	5	125
crypto-grid-2025-long-only-asym-tp	4h	UNIUSD	13	6	-54.51	0.588	-0.211	-58.92	2	333
crypto-grid-2025-long-only-asym-tp	15m	BNBUSD	2	1	-13.17	0.337	-0.328	-14.97	0	42
crypto-grid-2025-long-only-asym-tp	4h	HYPEUSD	24	15	1.33	1.008	0.009	-13.09	4	333
asian-box-breakout-eda-tuned	4h	LINKUSD	44	25	271.85	2.242	0.283	193.65	4	333
crypto-directional-score-oscillator	4h	BTCUSD	8	8	169.45	99.000	1.033	163.27	6	333
crypto-grid-2025-long-only-asym-tp	1h	NEARUSD	11	6	0.58	1.007	0.009	-6.12	1	125
crypto-directional-score-oscillator	1h	UNIUSD	9	4	-33.64	0.667	-0.179	-29.87	2	125
crypto-grid-2025-long-only-asym-tp	4h	VVVUSD	45	24	-17.06	0.955	-0.002	-110.44	3	333
crypto-grid-2025-long-only-asym-tp	1h	FILUSD	22	10	-111.72	0.483	-0.263	-130.57	2	125
crypto-grid-2025-long-only-asym-tp	15m	BCHUSD	10	3	-104.66	0.212	-0.546	-109.16	0	42
crypto-grid-2025-long-only-asym-tp	4h	XRPUSD	9	1	-109.72	0.084	-0.640	-112.31	0	333
crypto-directional-score-oscillator	15m	FILUSD	66	31	44.40	1.064	0.048	-163.99	4	42
crypto-grid-2025-long-only-asym-tp	1h	SUIUSD	21	15	79.85	1.656	0.190	7.56	3	125
crypto-grid-2025-long-only-asym-tp	4h	BTCUSD	27	16	-40.64	0.792	-0.085	-100.60	4	333
crypto-directional-score-oscillator	4h	TAOUSD	10	3	-66.87	0.510	-0.336	-77.99	2	333
crypto-grid-2025-long-only-asym-tp	4h	TAOUSD	29	14	0.40	1.002	0.017	1.73	3	333
crypto-grid-2025-long-only-asym-tp	1h	UNIUSD	41	26	-36.26	0.882	-0.040	-81.75	4	125
crypto-directional-score-oscillator	1h	HYPEUSD	10	6	17.22	1.211	0.093	19.01	4	125
crypto-grid-2025-long-only-asym-tp	4h	EVAAUSD	30	16	19.62	1.108	0.035	14.23	3	333
crypto-grid-2025-long-only-asym-tp	1h	HYPEUSD	26	12	-113.01	0.543	-0.224	-137.23	2	125
crypto-grid-2025-long-only-asym-tp	4h	PIEVERSEUSD	24	14	0.81	1.005	0.007	-15.44	4	154
crypto-directional-score-oscillator	4h	EVAAUSD	18	8	-41.29	0.794	-0.106	-44.24	3	333
crypto-grid-2025-long-only-asym-tp	4h	LINKUSD	24	13	-75.14	0.661	-0.155	-89.13	2	333
crypto-grid-2025-long-only-asym-tp	1h	VVVUSD	50	33	59.15	1.195	0.066	3.16	4	125
crypto-grid-2025-long-only-asym-tp	4h	BNBUSD	9	6	16.56	1.373	0.109	6.64	3	333
crypto-directional-score-oscillator	15m	SUIUSD	60	23	-406.54	0.301	-0.428	-367.43	2	42
crypto-directional-score-oscillator	1h	VVVUSD	18	7	-8.90	0.956	-0.003	9.18	3	125
crypto-grid-2025-long-only-asym-tp	1h	XRPUSD	13	7	-70.26	0.406	-0.275	-84.04	1	125
crypto-directional-score-oscillator	4h	PIEVERSEUSD	7	3	-52.36	0.329	-0.380	-53.45	1	154
asian-box-breakout-eda-tuned	4h	BNBUSD	45	26	161.92	1.619	0.181	46.49	5	333
crypto-grid-2025-long-only-asym-tp	4h	BCHUSD	29	16	-36.75	0.838	-0.058	-59.88	2	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	AKEUSD	14	7	110.35	1.806	0.439	114.88	3	42
crypto-grid-2025-long-only-asym-tp	1h	BTCUSD	9	7	78.23	4.757	0.436	56.95	3	125
crypto-grid-2025-long-only-asym-tp	1h	TAOUSD	18	9	-88.21	0.479	-0.250	-101.03	3	125
crypto-directional-score-oscillator	4h	LINKUSD	12	5	-26.19	0.807	-0.100	-34.28	2	333
crypto-grid-2025-long-only-asym-tp	1h	EVAAUSD	24	11	-51.61	0.745	-0.103	-58.27	2	125
crypto-directional-score-oscillator	1h	XRPUSD	12	7	22.72	1.218	0.103	2.31	3	125
crypto-directional-score-oscillator	15m	UNIUSD	37	20	-51.94	0.843	-0.063	-196.14	2	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	AKEUSD	5	3	89.82	3.312	0.950	88.35	2	63
crypto-grid-2025-long-only-asym-tp	1h	PIEVERSEUSD	32	25	326.40	3.536	0.457	276.19	5	125
crypto-directional-score-oscillator	4h	BNBUSD	11	7	77.72	2.035	0.367	73.68	3	333
crypto-grid-2025-long-only-asym-tp	1h	LINKUSD	17	13	66.51	1.790	0.194	32.28	4	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	AVAXUSD	10	3	-107.93	0.169	-0.565	-129.63	2	42
crypto-grid-2025-long-only-asym-tp	1h	BNBUSD	4	2	-18.26	0.532	-0.218	-21.80	2	125
crypto-directional-score-oscillator	1h	BTCUSD	9	7	82.80	3.029	0.471	64.81	3	125
asian-box-breakout-eda-tuned	4h	BCHUSD	40	24	315.86	3.265	0.354	245.27	5	333
crypto-directional-score-oscillator	4h	BCHUSD	13	8	82.43	1.813	0.321	69.30	5	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	AVAXUSD	19	4	-183.20	0.342	-0.522	-195.70	0	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	AKEUSD	2	0	-30.11	0.000	-1.000	-30.56	0	63
crypto-grid-2025-long-only-asym-tp	1h	BCHUSD	17	10	54.71	1.420	0.168	4.09	4	125
ema-ribbon-smoothed-rsi-trend-strategy	15m	AKEUSD	6	4	21.35	1.698	0.160	4.88	2	42
ema-ribbon-smoothed-rsi-trend-strategy	1h	AKEUSD	3	0	-51.95	0.000	-0.997	-50.87	0	63
crypto-directional-score-oscillator	15m	HYPEUSD	59	31	-77.66	0.870	-0.059	-146.72	3	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	AVAXUSD	13	7	46.10	1.393	0.187	3.51	4	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	MUBARAKUSD	5	2	-31.62	0.471	-0.313	-32.71	2	333
ema-ribbon-smoothed-rsi-trend-strategy	1h	AVAXUSD	6	2	-63.43	0.189	-0.540	-39.95	1	125
ema-ribbon-smoothed-rsi-trend-strategy	15m	AVAXUSD	1	1	4.46	99.000	0.224	2.79	1	42
crypto-directional-score-oscillator	1h	TAOUSD	32	20	103.90	1.408	0.166	61.46	4	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	SAGAUSD	8	3	-56.22	0.425	-0.353	-58.57	3	333
ema-ribbon-smoothed-rsi-trend-strategy	1h	MUBARAKUSD	8	4	103.29	2.323	0.663	90.59	4	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	MUBARAKUSD	12	5	-63.34	0.536	-0.264	-95.37	3	125
ema-ribbon-smoothed-rsi-trend-strategy	15m	MUBARAKUSD	8	3	-63.67	0.345	-0.404	-67.71	1	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	MUBARAKUSD	21	14	76.73	1.572	0.188	29.44	3	42
ema-ribbon-smoothed-rsi-trend-strategy	1h	SAGAUSD	7	5	76.48	4.005	0.537	67.20	5	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	AINUSD	11	7	13.69	1.168	0.069	9.07	3	333
ema-ribbon-smoothed-rsi-trend-strategy	1h	AINUSD	9	6	61.19	2.170	0.352	26.49	3	125
ema-ribbon-smoothed-rsi-trend-strategy	15m	SAGAUSD	5	3	-14.48	0.629	-0.141	-16.82	3	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	COOKIEUSD	11	4	-77.79	0.425	-0.359	-80.22	3	333
crypto-directional-score-oscillator	15m	VVVUSD	69	44	525.17	1.865	0.325	153.45	7	42
crypto-directional-score-oscillator	1h	EVAAUSD	36	17	60.28	1.166	0.099	31.48	5	125
ema-ribbon-smoothed-rsi-trend-strategy	1h	COOKIEUSD	6	1	-80.68	0.151	-0.692	-79.18	1	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	SAGAUSD	15	7	-44.70	0.708	-0.143	-56.38	3	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	1000PEPEUSD	9	5	62.23	1.860	0.351	52.07	4	268
ema-ribbon-smoothed-rsi-trend-strategy	15m	AINUSD	3	1	51.57	2.505	0.905	32.03	1	42
ema-ribbon-smoothed-rsi-trend-strategy	1h	1000PEPEUSD	9	6	232.90	4.680	1.229	179.61	5	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	ETCUSD	13	6	-45.22	0.653	-0.170	-72.24	3	333
ema-ribbon-smoothed-rsi-trend-strategy	15m	COOKIEUSD	8	5	125.86	4.092	0.771	78.01	4	42
ema-ribbon-smoothed-rsi-trend-strategy	1h	ETCUSD	10	4	-71.37	0.372	-0.363	-78.95	2	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	WIFUSD	11	7	71.98	1.873	0.328	60.38	6	333
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	SAGAUSD	11	6	-7.74	0.923	-0.027	-29.86	3	42
ema-ribbon-smoothed-rsi-trend-strategy	15m	1000PEPEUSD	5	3	6.78	1.167	0.076	-30.30	3	42
crypto-directional-score-oscillator	1h	PIEVERSEUSD	99	51	658.53	1.491	0.281	210.45	5	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	AINUSD	16	7	24.84	1.141	0.094	6.26	6	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	DOGEUSD	10	4	-45.38	0.621	-0.222	-51.91	4	333
ema-ribbon-smoothed-rsi-trend-strategy	1h	WIFUSD	9	4	87.26	2.140	0.505	39.60	4	125
crypto-directional-score-oscillator	15m	XRPUSD	13	7	-19.15	0.840	-0.066	-32.11	2	42
ema-ribbon-smoothed-rsi-trend-strategy	1h	DOGEUSD	10	4	-62.27	0.436	-0.315	-73.88	3	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	ETHUSD	11	3	-117.68	0.219	-0.567	-117.56	2	333
ema-ribbon-smoothed-rsi-trend-strategy	15m	ETCUSD	3	1	-20.90	0.482	-0.342	-26.08	1	42
ema-ribbon-smoothed-rsi-trend-strategy	1h	ETHUSD	13	6	-19.47	0.862	-0.064	-43.94	2	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	SOLUSD	11	6	-11.66	0.877	-0.052	-21.45	4	333
ema-ribbon-smoothed-rsi-trend-strategy	15m	WIFUSD	7	1	-99.76	0.102	-0.742	-107.67	1	42
ema-ribbon-smoothed-rsi-trend-strategy	1h	SOLUSD	8	3	-2.29	0.976	0.031	-40.17	2	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	COOKIEUSD	15	6	-73.70	0.576	-0.246	-84.23	1	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	ZECUSD	7	4	28.50	1.510	0.202	24.45	3	333
crypto-directional-score-oscillator	1h	LINKUSD	19	11	4.53	1.028	0.020	-49.33	3	125
ema-ribbon-smoothed-rsi-trend-strategy	15m	DOGEUSD	7	3	-61.36	0.182	-0.448	-66.35	2	42
ema-ribbon-smoothed-rsi-trend-strategy	1h	ZECUSD	9	8	188.54	10.610	1.013	134.68	7	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	15m	AINUSD	7	3	-40.38	0.424	-0.293	-78.12	1	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	AAVEUSD	13	5	-75.53	0.447	-0.336	-81.65	1	333
ema-ribbon-smoothed-rsi-trend-strategy	1h	AAVEUSD	7	4	-16.32	0.713	-0.105	-8.75	2	125
ema-ribbon-smoothed-rsi-trend-strategy	15m	ETHUSD	3	2	-9.37	0.534	-0.154	-14.11	2	42
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	NEARUSD	13	10	111.59	2.738	0.418	105.83	5	333
crypto-directional-score-oscillator	15m	BTCUSD	9	4	-54.79	0.418	-0.314	-71.53	2	42
ema-ribbon-smoothed-rsi-trend-strategy	1h	NEARUSD	10	3	-94.82	0.261	-0.491	-97.97	2	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	1h	1000PEPEUSD	18	12	61.01	1.500	0.174	-15.85	6	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	FILUSD	13	6	-52.23	0.620	-0.198	-65.49	2	333
ema-ribbon-smoothed-rsi-trend-strategy	15m	SOLUSD	9	4	-18.01	0.791	-0.100	-36.94	3	42
ema-ribbon-smoothed-rsi-trend-strategy	1h	FILUSD	14	7	76.03	1.580	0.281	24.50	5	125
eb-ict-one-trade-setup-for-life-sniper-70-model-v5	4h	SUIUSD	7	3	-10.85	0.863	-0.067	-29.21	2	333
