scanner	tf	symbol	trades	wins	net	pf	avgR	netStress	windowsUp	days
smart-money-breakout-signals	15m	EVAAUSD	123	55	-57.53	0.958	-0.007	-236.80	4	125
smart-swing-vwap-zeiierman	1h	FILUSD	127	64	29.11	1.024	0.027	-119.01	4	250
high-volume-breakout-targets	15m	NEARUSD	50	25	-122.40	0.740	-0.122	-264.59	4	125
smart-swing-vwap-zeiierman	15m	FILUSD	95	48	15.36	1.016	0.023	-158.33	4	125
smart-money-breakout-signals	15m	SAGAUSD	84	30	-356.98	0.592	-0.250	-473.96	1	125
high-volume-breakout-targets	1h	BCHUSD	20	11	-9.65	0.942	-0.015	21.49	4	250
mirage-liquidity-sweep-pro	15m	EVAAUSD	40	18	-101.25	0.734	-0.121	-122.19	3	125
smart-money-breakout-signals	15m	MUBARAKUSD	97	36	-118.83	0.888	-0.041	-309.39	3	125
smart-swing-vwap-zeiierman	1h	SOLUSD	108	53	-148.74	0.849	-0.066	-137.73	2	250
smart-money-breakout-signals	15m	1000PEPEUSD	69	26	-319.05	0.549	-0.269	-391.52	3	125
high-volume-breakout-targets	1h	VVVUSD	33	13	-85.87	0.782	-0.123	-121.47	4	250
smart-swing-vwap-zeiierman	1h	UNIUSD	107	62	490.44	1.459	0.202	149.61	6	250
high-volume-breakout-targets	15m	AAVEUSD	68	37	-113.39	0.772	-0.084	-175.34	3	125
smart-swing-vwap-zeiierman	4h	BTCUSD	76	41	-18.54	0.971	-0.006	-110.93	4	666
smart-money-breakout-signals	15m	COOKIEUSD	68	27	-56.08	0.928	-0.021	-193.01	4	125
smart-swing-vwap-zeiierman	15m	SOLUSD	142	70	-396.98	0.600	-0.174	-548.60	3	125
smart-swing-vwap-zeiierman	1h	PIEVERSEUSD	62	29	-128.43	0.783	-0.098	-160.28	2	154
mirage-liquidity-sweep-pro	15m	SAGAUSD	18	12	69.43	1.580	0.201	97.32	4	125
smart-money-breakout-signals	15m	AINUSD	79	29	-280.00	0.670	-0.196	-415.46	3	125
smart-swing-vwap-zeiierman	1h	ZECUSD	107	52	-220.00	0.761	-0.109	-315.35	3	250
smart-swing-vwap-zeiierman	4h	FILUSD	74	36	68.62	1.087	0.064	44.79	5	666
smart-swing-vwap-zeiierman	1h	AKEUSD	16	8	146.30	2.000	0.462	129.05	5	63
smart-swing-vwap-zeiierman	1h	ETHUSD	103	49	-295.12	0.699	-0.159	-409.00	3	250
smart-swing-vwap-zeiierman	15m	UNIUSD	206	97	-420.14	0.756	-0.120	-665.80	3	125
smart-money-breakout-signals	15m	BCHUSD	91	33	-341.84	0.653	-0.215	-442.40	2	125
high-volume-breakout-targets	15m	BNBUSD	22	14	-6.90	0.956	-0.009	-82.13	3	125
smart-swing-vwap-zeiierman	4h	SOLUSD	72	30	-201.39	0.691	-0.183	-214.75	2	666
smart-swing-vwap-zeiierman	1h	AVAXUSD	115	50	-378.20	0.590	-0.197	-481.14	2	250
mirage-liquidity-sweep-pro	15m	MUBARAKUSD	19	8	-84.26	0.582	-0.222	-94.39	1	125
smart-money-breakout-signals	15m	VVVUSD	130	64	16.17	1.011	0.022	-225.64	4	125
smart-swing-vwap-zeiierman	1h	LINKUSD	108	43	-334.71	0.688	-0.174	-387.12	2	250
smart-swing-vwap-zeiierman	4h	UNIUSD	67	38	215.36	1.342	0.163	112.69	6	666
smart-swing-vwap-zeiierman	15m	PIEVERSEUSD	107	49	180.79	1.116	0.098	-16.98	4	125
smart-swing-vwap-zeiierman	4h	PIEVERSEUSD	13	9	191.34	3.407	0.719	180.18	4	154
smart-swing-vwap-zeiierman	1h	XRPUSD	108	49	-314.20	0.671	-0.162	-402.79	2	250
high-volume-breakout-targets	15m	ETCUSD	23	10	-67.16	0.722	-0.141	-124.51	2	125
smart-swing-vwap-zeiierman	4h	ZECUSD	31	19	168.69	1.803	0.285	253.02	4	352
mirage-liquidity-sweep-pro	15m	1000PEPEUSD	18	10	139.82	1.876	0.396	29.09	4	125
smart-swing-vwap-zeiierman	4h	AKEUSD	2	1	-3.54	0.722	-0.255	-3.71	0	63
smart-swing-vwap-zeiierman	1h	DOGEUSD	115	55	-359.20	0.630	-0.186	-319.90	2	250
smart-swing-vwap-zeiierman	1h	SUIUSD	119	63	203.74	1.146	0.093	33.01	5	250
smart-swing-vwap-zeiierman	4h	ETHUSD	72	32	-179.53	0.752	-0.130	-223.97	1	666
high-volume-breakout-targets	15m	WIFUSD	11	2	-126.29	0.241	-0.603	-140.76	2	125
mirage-liquidity-sweep-pro	15m	COOKIEUSD	11	4	36.86	1.307	0.199	11.14	1	125
smart-swing-vwap-zeiierman	1h	NEARUSD	109	51	-258.92	0.743	-0.126	-394.00	1	250
smart-swing-vwap-zeiierman	4h	AVAXUSD	78	38	-146.73	0.806	-0.094	-111.55	3	666
smart-swing-vwap-zeiierman	1h	AAVEUSD	124	62	-180.23	0.833	-0.071	-275.64	3	250
smart-swing-vwap-zeiierman	1h	BNBUSD	97	41	-228.24	0.790	-0.121	-362.79	3	250
mirage-liquidity-sweep-pro	15m	AINUSD	17	6	-70.59	0.555	-0.210	-89.12	3	125
smart-swing-vwap-zeiierman	4h	LINKUSD	70	38	111.39	1.171	0.087	45.76	5	666
high-volume-breakout-targets	15m	TAOUSD	46	20	-88.89	0.820	-0.085	-240.01	2	125
smart-swing-vwap-zeiierman	1h	ETCUSD	128	57	-322.56	0.744	-0.142	-473.91	2	250
smart-swing-vwap-zeiierman	1h	WIFUSD	105	51	-78.89	0.926	-0.024	-232.08	2	250
smart-swing-vwap-zeiierman	4h	XRPUSD	75	38	-23.76	0.965	-0.003	-57.89	4	666
smart-swing-vwap-zeiierman	15m	ZECUSD	203	98	-334.05	0.798	-0.093	-513.14	3	125
smart-swing-vwap-zeiierman	1h	TAOUSD	119	56	-182.42	0.837	-0.071	-275.24	3	250
mirage-liquidity-sweep-pro	15m	BCHUSD	37	20	10.19	1.029	0.025	-99.22	4	125
smart-swing-vwap-zeiierman	4h	DOGEUSD	61	35	156.40	1.279	0.129	20.57	4	666
high-volume-breakout-targets	15m	HYPEUSD	44	28	44.66	1.138	0.057	-100.66	6	125
smart-swing-vwap-zeiierman	1h	HYPEUSD	118	54	-291.53	0.730	-0.134	-481.72	2	250
smart-swing-vwap-zeiierman	1h	EVAAUSD	93	45	120.63	1.108	0.079	-10.77	2	250
smart-swing-vwap-zeiierman	4h	SUIUSD	62	29	138.39	1.173	0.128	93.15	4	666
smart-swing-vwap-zeiierman	1h	SAGAUSD	90	47	-74.80	0.911	-0.033	-260.97	3	250
mirage-liquidity-sweep-pro	15m	VVVUSD	48	27	163.40	1.389	0.176	45.66	5	125
smart-swing-vwap-zeiierman	1h	MUBARAKUSD	99	48	-19.45	0.981	0.006	-199.31	4	250
smart-swing-vwap-zeiierman	15m	AKEUSD	94	55	336.87	1.366	0.173	319.36	5	63
smart-swing-vwap-zeiierman	4h	NEARUSD	72	43	790.84	2.072	0.435	683.78	6	666
high-volume-breakout-targets	15m	EVAAUSD	84	42	201.21	1.247	0.127	24.90	4	125
smart-swing-vwap-zeiierman	1h	1000PEPEUSD	114	55	-259.44	0.750	-0.123	-357.80	3	250
smart-swing-vwap-zeiierman	4h	AAVEUSD	77	35	50.03	1.065	0.058	-83.61	4	666
smart-swing-vwap-zeiierman	1h	COOKIEUSD	113	62	730.85	1.580	0.263	304.91	6	250
smart-swing-vwap-zeiierman	15m	ETHUSD	125	70	-119.69	0.891	-0.041	-414.17	5	125
smart-swing-vwap-zeiierman	1h	AINUSD	78	32	-218.11	0.742	-0.146	-286.16	2	250
smart-swing-vwap-zeiierman	4h	BNBUSD	77	42	36.29	1.052	0.031	-126.05	3	666
high-volume-breakout-targets	15m	SAGAUSD	46	22	-168.88	0.619	-0.193	-223.52	1	125
smart-swing-vwap-zeiierman	1h	BCHUSD	112	50	-232.24	0.783	-0.102	-340.15	3	250
smart-swing-vwap-zeiierman	15m	AVAXUSD	167	85	-145.42	0.901	-0.035	-448.11	3	125
smart-swing-vwap-zeiierman	1h	VVVUSD	115	58	87.11	1.065	0.053	63.54	3	250
smart-swing-vwap-zeiierman	4h	ETCUSD	68	31	85.62	1.112	0.080	12.27	4	666
smart-swing-vwap-zeiierman	4h	WIFUSD	61	36	477.17	1.756	0.341	409.26	5	666
high-volume-breakout-targets	15m	MUBARAKUSD	49	25	92.02	1.174	0.106	-73.60	5	125
smart-swing-vwap-zeiierman	4h	TAOUSD	70	38	89.63	1.136	0.075	101.32	5	666
smart-swing-vwap-zeiierman	15m	LINKUSD	143	71	-185.17	0.854	-0.060	-449.75	3	125
smart-swing-vwap-zeiierman	4h	HYPEUSD	50	30	403.26	1.847	0.364	362.52	6	476
smart-swing-vwap-zeiierman	4h	EVAAUSD	29	19	437.37	2.881	0.657	412.70	7	351
smart-swing-vwap-zeiierman	4h	SAGAUSD	58	30	380.81	1.640	0.303	330.09	7	666
smart-swing-vwap-zeiierman	4h	MUBARAKUSD	51	24	-82.09	0.838	-0.072	-106.21	4	551
smart-swing-vwap-zeiierman	4h	1000PEPEUSD	32	15	28.28	1.077	0.062	-77.08	3	268
smart-swing-vwap-zeiierman	4h	COOKIEUSD	51	29	149.35	1.329	0.151	110.75	4	607
high-volume-breakout-targets	15m	1000PEPEUSD	28	13	-64.92	0.769	-0.109	-171.41	2	125
smart-swing-vwap-zeiierman	4h	AINUSD	40	22	-5.97	0.983	0.002	-21.41	3	434
smart-swing-vwap-zeiierman	4h	BCHUSD	80	34	-336.19	0.545	-0.249	-357.09	1	666
smart-swing-vwap-zeiierman	4h	VVVUSD	67	34	152.06	1.237	0.123	116.26	6	601
smart-swing-vwap-zeiierman	15m	XRPUSD	117	60	37.90	1.034	0.032	-308.81	5	125
high-volume-breakout-targets	15m	COOKIEUSD	26	8	-170.18	0.477	-0.348	-203.56	1	125
smart-swing-vwap-zeiierman	15m	DOGEUSD	127	70	64.42	1.061	0.038	-220.20	5	125
high-volume-breakout-targets	15m	AINUSD	43	14	-271.34	0.441	-0.359	-313.63	1	125
smart-swing-vwap-zeiierman	15m	SUIUSD	106	55	76.16	1.075	0.049	-242.34	5	125
smart-swing-vwap-zeiierman	15m	NEARUSD	176	94	348.22	1.212	0.101	-299.19	4	125
high-volume-breakout-targets	15m	BCHUSD	47	24	15.04	1.035	0.030	-145.67	4	125
smart-swing-vwap-zeiierman	15m	AAVEUSD	164	86	-16.44	0.989	0.007	-407.64	5	125
high-volume-breakout-targets	15m	VVVUSD	67	35	41.70	1.062	0.044	-61.92	5	125
smart-swing-vwap-zeiierman	15m	BNBUSD	47	17	-310.42	0.369	-0.394	-329.63	1	125
smart-swing-vwap-zeiierman	15m	ETCUSD	45	21	-54.00	0.878	-0.049	-204.97	3	125
smart-swing-vwap-zeiierman	15m	WIFUSD	72	31	-62.38	0.930	-0.028	-163.72	3	125
smart-swing-vwap-zeiierman	15m	TAOUSD	145	70	-25.78	0.983	0.006	-415.31	3	125
smart-swing-vwap-zeiierman	15m	HYPEUSD	176	71	-588.01	0.646	-0.242	-682.86	3	125
smart-swing-vwap-zeiierman	15m	EVAAUSD	168	95	1229.50	1.504	0.259	586.05	5	125
smart-swing-vwap-zeiierman	15m	SAGAUSD	150	67	-221.67	0.855	-0.070	-474.43	4	125
smart-swing-vwap-zeiierman	15m	MUBARAKUSD	137	68	-47.96	0.965	-0.006	-206.40	5	125
smart-swing-vwap-zeiierman	15m	1000PEPEUSD	89	43	-96.13	0.897	-0.042	-300.46	3	125
smart-swing-vwap-zeiierman	15m	COOKIEUSD	104	47	-147.44	0.853	-0.064	-382.27	4	125
smart-swing-vwap-zeiierman	15m	AINUSD	157	66	-192.59	0.890	-0.052	-377.00	5	125
smart-swing-vwap-zeiierman	15m	BCHUSD	138	72	51.57	1.042	0.034	-283.63	4	125
smart-swing-vwap-zeiierman	15m	VVVUSD	211	111	81.01	1.031	0.032	-364.58	3	125
